subject_id,sleep_date,lifelog_date,Q1,Q2,Q3,S1,S2,S3,S4
id01,2024-07-31,2024-07-30,0.2957221292297781,0.6495447709940104,0.583721243332862,0.7775038528831154,0.6166870427779458,0.8136568130744406,0.5544498728510224
id01,2024-08-01,2024-07-31,0.21745897456940896,0.6301725832796585,0.5595664609178289,0.32306905916895157,0.6028778625514064,0.8143241587046908,0.482778410893156
id01,2024-08-02,2024-08-01,0.2660225470747295,0.6585955747726826,0.5858526935913835,0.44837609599618744,0.6141945972323845,0.8139604893193534,0.5210907162223211
id01,2024-08-03,2024-08-02,0.7104289256948016,0.6635180433400905,0.589654851639145,0.9038964118290721,0.6622344551942186,0.813998119964783,0.5258879558357027
id01,2024-08-04,2024-08-03,0.6136706243267012,0.682364820081724,0.589461274097176,0.7372540963206792,0.597847636648081,0.814226160574416,0.5525342225050459
id01,2024-08-06,2024-08-05,0.15346145746653228,0.6577683181182142,0.5794488974750938,0.3389777355671664,0.5898305786869487,0.8146763797734214,0.5019448592691198
id01,2024-08-07,2024-08-06,0.339743430803233,0.6352697353313321,0.575966970733572,0.6135098497555838,0.645083871517073,0.8138444707263564,0.5785243940463665
id01,2024-08-09,2024-08-08,0.1731145991717982,0.6441679850119338,0.5644666888450971,0.42903729174632066,0.5933564375250463,0.8142173685102776,0.524199003622678
id01,2024-08-10,2024-08-09,0.592894679137296,0.6613302414165175,0.5811575484639803,0.5152424010686123,0.652963075502322,0.8139105005289705,0.5895383096591185
id01,2024-08-12,2024-08-11,0.2764485711568608,0.6635706259904603,0.573703031733262,0.43481268351684815,0.5777095558006975,0.8142565591423989,0.46627874957856696
id01,2024-08-13,2024-08-12,0.17726950154015517,0.6593896555982318,0.5715478386734961,0.3478222970914929,0.6238728487423184,0.8140810679337986,0.5294600916874745
id01,2024-08-14,2024-08-13,0.5178894796464081,0.6335855887185113,0.5879443752056687,0.8916823122519186,0.6355524780742149,0.8137968891517585,0.5599678752355768
id01,2024-08-15,2024-08-14,0.6356389611820736,0.6329633347190508,0.5553249439150185,0.8437432384598358,0.6251964122053579,0.8144707256108041,0.5385204870638014
id01,2024-08-17,2024-08-16,0.6922342405125701,0.6330535508221636,0.5651788425428819,0.9004156358253581,0.6195136051179823,0.8138531918370581,0.5262610794870042
id01,2024-09-02,2024-09-01,0.4558797871666394,0.616111625644046,0.72361871624129,0.6532923791393719,0.5842800085994982,0.8137043548430304,0.5116496351382585
id01,2024-09-03,2024-09-02,0.46652916455153465,0.5910179245079197,0.7293666957337833,0.39659759540061534,0.5845319675129262,0.8134455140185648,0.5220385002878034
id01,2024-09-04,2024-09-03,0.4113211267297271,0.6071201921661109,0.7134727558151542,0.7029656134125575,0.6056906961912539,0.813572703985563,0.5274201278561594
id01,2024-09-05,2024-09-04,0.5828577417816018,0.558489086608006,0.7013066706771423,0.7637046976328097,0.6229789392462816,0.8136084524964577,0.5700269203639783
id01,2024-09-07,2024-09-06,0.7360634005704332,0.6064970267374364,0.733994949279542,0.8832650211016483,0.6444399018758146,0.8138286071943934,0.5933236217987856
id01,2024-09-08,2024-09-07,0.7140131666341039,0.5887137227746925,0.7279936727160843,0.9535633064279436,0.6193063856299644,0.814067043787936,0.5570178736297191
id01,2024-09-09,2024-09-08,0.4609584254047178,0.622624145620652,0.7292703634520146,0.711966435065196,0.5943683140456519,0.8138564795906897,0.5164347229731416
id01,2024-09-10,2024-09-09,0.22548763948911194,0.593936286066298,0.7334457460140058,0.4206033919641613,0.5875066867967469,0.8140907934097518,0.5390526439317237
id01,2024-09-11,2024-09-10,0.367659010820046,0.5953873958185191,0.7277202413337455,0.7603040336668453,0.6340778567343301,0.81366897991207,0.5487312299688492
id01,2024-09-12,2024-09-11,0.2571154941408735,0.5702180383358849,0.7227045263325315,0.47303506225844644,0.600348184925477,0.8142415087256828,0.5062326732221347
id01,2024-09-13,2024-09-12,0.20271944326473576,0.6018590994899349,0.7255850102834928,0.27667013385739353,0.582293157520813,0.8138955889044822,0.5204042620004501
id01,2024-09-14,2024-09-13,0.6158171958922323,0.5866600713037428,0.7286042301332121,0.829624496781298,0.6566372161763717,0.8136690493930124,0.5819173815885236
id01,2024-09-15,2024-09-14,0.4525576321957861,0.6133353389841041,0.7218443931793832,0.7629691093334895,0.58857933944698,0.8139828705697505,0.5058049210018117
id02,2024-08-26,2024-08-25,0.17787821606638832,0.6989859326034338,0.719345098422886,0.9402835648624746,0.9001129312302109,0.8518817220962186,0.683039896950769
id02,2024-08-27,2024-08-26,0.4336370096474883,0.663795801319154,0.7050941514301445,0.9090666688257014,0.9069468065698143,0.8514827643078139,0.731078330824621
id02,2024-08-28,2024-08-27,0.5105437055768738,0.6875706714994283,0.7043982758963584,0.9021356671422761,0.901201670904182,0.8515671209286666,0.7170656415612376
id02,2024-08-29,2024-08-28,0.5407319312615433,0.6890283685791435,0.7256777679230015,0.8641936963598709,0.9110249107986746,0.8514824222291462,0.746743659328218
id02,2024-08-30,2024-08-29,0.6909822624401961,0.6861594504077956,0.7235441763308911,0.9400013870547764,0.9075241434225291,0.8515637954329888,0.7201008843513691
id02,2024-08-31,2024-08-30,0.6754180116763883,0.6794700118458126,0.7184462732595066,0.9429044435920487,0.9049049695826182,0.8516292241273287,0.7155608862510315
id02,2024-09-01,2024-08-31,0.44232228482844377,0.7012144043485536,0.7369306315160359,0.9244094729491461,0.9032288939236284,0.8516612422798847,0.6918899700618298
id02,2024-09-02,2024-09-01,0.21026395728151084,0.6810505047316794,0.7284357002409334,0.9044933048598578,0.8883227776785763,0.8513293973130853,0.6780950937087628
id02,2024-09-03,2024-09-02,0.27680074071049793,0.6569546865202291,0.7127823199360305,0.8807001229432541,0.9209068564960364,0.8511930484160057,0.7429576125512527
id02,2024-09-04,2024-09-03,0.3915480694355369,0.6507847762180516,0.7110148325383067,0.8809029611838433,0.917271832551924,0.8513495572429992,0.7109386060878287
id02,2024-09-05,2024-09-04,0.16266293592885764,0.6657926802395789,0.7124385022027337,0.418836815985915,0.8999908060485867,0.8518292700474879,0.6892263295393791
id02,2024-09-06,2024-09-05,0.5776553271743607,0.6867927615992832,0.7317603464999226,0.937379907990953,0.9231877945050815,0.8515623533254801,0.7523176828720975
id02,2024-09-07,2024-09-06,0.6150951111761576,0.686103688028773,0.728606188747344,0.9342040040384575,0.9262611403511976,0.8516963118900928,0.7369219579655251
id02,2024-09-08,2024-09-07,0.7623883556161328,0.678819048888495,0.7408653782477956,0.9468354451622022,0.9117697587178387,0.8521406983318293,0.7237645857757491
id02,2024-09-09,2024-09-08,0.20158048816188429,0.6990548032367216,0.7310977609052077,0.9030355786948447,0.9202849884184406,0.8515975963790073,0.7062390941384733
