candidate,target,fp_rate,fn_rate,pred_pos_rate,true_pos_rate,brier
raw_timeline_composite,Q1,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183
raw_timeline_composite,Q2,0.31333333333333335,0.16,0.7155555555555555,0.5622222222222222,0.24695266808004687
raw_timeline_composite,Q3,0.3466666666666667,0.05555555555555555,0.8911111111111111,0.6,0.23520063215236708
raw_timeline_composite,S1,0.18666666666666668,0.06,0.8088888888888889,0.6822222222222222,0.1605625799834872
raw_timeline_composite,S2,0.22,0.06,0.8111111111111111,0.6511111111111111,0.18888969591634167
raw_timeline_composite,S3,0.24444444444444444,0.04666666666666667,0.86,0.6622222222222223,0.1810371319176884
raw_timeline_composite,S4,0.2288888888888889,0.13111111111111112,0.6577777777777778,0.56,0.21984234296262287
raw_timeline_fp_guard,Q1,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183
raw_timeline_fp_guard,Q2,0.31333333333333335,0.16,0.7155555555555555,0.5622222222222222,0.24695266808004687
raw_timeline_fp_guard,Q3,0.3466666666666667,0.05555555555555555,0.8911111111111111,0.6,0.23520063215236708
raw_timeline_fp_guard,S1,0.18666666666666668,0.06,0.8088888888888889,0.6822222222222222,0.1605625799834872
raw_timeline_fp_guard,S2,0.22,0.06,0.8111111111111111,0.6511111111111111,0.18888969591634167
raw_timeline_fp_guard,S3,0.24444444444444444,0.04666666666666667,0.86,0.6622222222222223,0.18103713191768836
raw_timeline_fp_guard,S4,0.2288888888888889,0.13111111111111112,0.6577777777777778,0.56,0.21984234296262287
raw_timeline_full,Q1,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183
raw_timeline_full,Q2,0.3466666666666667,0.11333333333333333,0.7955555555555556,0.5622222222222222,0.24575992264376934
raw_timeline_full,Q3,0.3466666666666667,0.05555555555555555,0.8911111111111111,0.6,0.23520063215236708
raw_timeline_full,S1,0.18666666666666668,0.06,0.8088888888888889,0.6822222222222222,0.1605625799834872
raw_timeline_full,S2,0.22666666666666666,0.04888888888888889,0.8288888888888889,0.6511111111111111,0.18894470492666596
raw_timeline_full,S3,0.25333333333333335,0.013333333333333334,0.9022222222222223,0.6622222222222223,0.18078573703786902
raw_timeline_full,S4,0.2288888888888889,0.13111111111111112,0.6577777777777778,0.56,0.21984234296262287
raw_timeline_last,Q1,0.13777777777777778,0.16666666666666666,0.4666666666666667,0.4955555555555556,0.20246830232784183
raw_timeline_last,Q2,0.31555555555555553,0.14888888888888888,0.7288888888888889,0.5622222222222222,0.24960890173712338
raw_timeline_last,Q3,0.3466666666666667,0.05555555555555555,0.8911111111111111,0.6,0.23520063215236708
raw_timeline_last,S1,0.20222222222222222,0.044444444444444446,0.84,0.6822222222222222,0.1622664444717711
raw_timeline_last,S2,0.22,0.06,0.8111111111111111,0.6511111111111111,0.18888969591634167
raw_timeline_last,S3,0.24444444444444444,0.04666666666666667,0.86,0.6622222222222223,0.1810371319176884
raw_timeline_last,S4,0.2288888888888889,0.13111111111111112,0.6577777777777778,0.56,0.21984234296262287
