subject_id,sleep_date,lifelog_date,Q1,Q2,Q3,S1,S2,S3,S4
id01,2024-07-31,2024-07-30,0.29660469385522514,0.6493240750192638,0.5833080723198161,0.7779455720612732,0.6163039003150568,0.8090191767395485,0.5580748184405065
id01,2024-08-01,2024-07-31,0.2205936673851865,0.6316142345935781,0.560798852868471,0.32342310617058534,0.6025151302618204,0.8132324275608249,0.485706431362763
id01,2024-08-02,2024-08-01,0.26932323208130415,0.6581916891433883,0.585294054497246,0.4493725631103898,0.6175949415375067,0.8109439141974799,0.523150006804107
id01,2024-08-03,2024-08-02,0.7079709043168941,0.6619854443655321,0.5888364456362981,0.9030562372302904,0.6608718366762814,0.8111815509512645,0.5274223037501132
id01,2024-08-04,2024-08-03,0.6148176286480315,0.6812984452125858,0.5886561030820138,0.736330347905054,0.5949475479576813,0.8126175096744944,0.5551798724560759
id01,2024-08-06,2024-08-05,0.15534616524271397,0.6573910491514983,0.5793270451915731,0.34024310816647996,0.5858014777205316,0.8154317538940369,0.5064135788927149
id01,2024-08-07,2024-08-06,0.3421876212320014,0.6355841916872637,0.5760823496619933,0.6134867433120398,0.644196518896568,0.8102100498980007,0.5815442573197217
id01,2024-08-09,2024-08-08,0.1754227115456495,0.6449111799074051,0.5653652000158501,0.43066613320636515,0.5921237539473437,0.8125622774839381,0.5289803599992444
id01,2024-08-10,2024-08-09,0.5848421698324466,0.6609634548536373,0.5809192249986268,0.5137026748808599,0.6534735320793107,0.8106279388471502,0.591733285250471
id01,2024-08-12,2024-08-11,0.27929652036050834,0.6631190102987712,0.5739725979553898,0.43572482689686515,0.56912705689529,0.8128083940487936,0.46895265808069947
id01,2024-08-13,2024-08-12,0.1799353234923794,0.6591103278116013,0.571964160549536,0.3488946111899484,0.6230965499113689,0.8117046868538865,0.5340537398201375
id01,2024-08-14,2024-08-13,0.5156330073472501,0.6340252304365864,0.5872428782061256,0.8911892307301941,0.6374964218049213,0.8099085494494848,0.5615520968425352
id01,2024-08-15,2024-08-14,0.6344337467806002,0.63335900599489,0.5568466139499327,0.842833541689847,0.622942404192454,0.8141496668746577,0.541640198326357
id01,2024-08-17,2024-08-16,0.6900917921383188,0.6337597604497017,0.5660288502126328,0.8995718033607326,0.6182367949177763,0.8102652778922437,0.5272792226368243
id01,2024-09-02,2024-09-01,0.4570014144245197,0.6149395975269125,0.7198625736967456,0.6532729247695374,0.5814699609683399,0.8093213275187064,0.5129110822867342
id01,2024-09-03,2024-09-02,0.4591430226941232,0.5908240588317091,0.7251980783670624,0.395768090053565,0.5828582466408808,0.807672567700243,0.5240363728373033
id01,2024-09-04,2024-09-03,0.41204046784885195,0.6111126289826174,0.7104298313177861,0.7027786802332127,0.6030596192121168,0.8084838733457792,0.5291885764915296
id01,2024-09-05,2024-09-04,0.5827534742541852,0.5597042052480085,0.6990995441572323,0.7622038089180717,0.6212486755888897,0.8087115079879441,0.572247793942659
id01,2024-09-07,2024-09-06,0.734137944724204,0.6071138224463637,0.7294889076248345,0.8821232321110548,0.6410174167951135,0.81010956480235,0.5930066634381945
id01,2024-09-08,2024-09-07,0.7101929188831471,0.5892455051893476,0.7239242114353126,0.953289461129922,0.6101940524067936,0.8116163050471485,0.5619868764934888
id01,2024-09-09,2024-09-08,0.4601557572485541,0.6215950104606857,0.7251087164604328,0.7115336528513075,0.5834989525297802,0.8102860955035779,0.5179332760214139
id01,2024-09-10,2024-09-09,0.22758335950321998,0.593538359924793,0.7289800136689752,0.4214886830155725,0.5826511879279429,0.8117659622575117,0.5414065396258524
id01,2024-09-11,2024-09-10,0.367398194130757,0.5942367438488279,0.7236704777544106,0.7600443062856628,0.6314218339180048,0.8090965319855269,0.5502850968061022
id01,2024-09-12,2024-09-11,0.25847657814019853,0.5701013635191221,0.7190133784152601,0.4737069701227169,0.5975466098219008,0.8127139023561653,0.5085913508731164
id01,2024-09-13,2024-09-12,0.20446645808626965,0.6019755840764355,0.7216885274483218,0.2769747483770911,0.5850620421315756,0.8105336179552465,0.5243466506692886
id01,2024-09-14,2024-09-13,0.6142062332080872,0.5867410796597639,0.7244907268601062,0.8281626719303127,0.6552524373165519,0.8090969736791771,0.5827235909837841
id01,2024-09-15,2024-09-14,0.45201663483427046,0.6120946403675509,0.7182142544385802,0.7618808260608585,0.5842037417630197,0.8110852744939057,0.5072702354792211
id02,2024-08-26,2024-08-25,0.17723462549670077,0.6969333195574172,0.7158914810947209,0.9404419485672556,0.900681053449237,0.8512879891538848,0.6869179046169822
id02,2024-08-27,2024-08-26,0.43290619041883177,0.6644523851496671,0.7026287256511538,0.9085015149798554,0.9068361977498152,0.8487757762336905,0.7300317583903779
id02,2024-08-28,2024-08-27,0.5090554652235036,0.6876250260865673,0.7019804249949242,0.9016382817018128,0.9001780380623202,0.8493093892219694,0.715979484489493
